plate_format_group,plate_count,median_price,mean_price,percentile_90_price,maximum_price,median_lift_vs_overall,sample_size_flag
digits_then_letters,4580,3910.0,4873.421397379912,9001.000000000004,102010.0,2.589403973509934,sufficient_sample
letters_then_digits,1188,1200.0,2334.604377104377,5000.0,26010.0,0.7947019867549668,sufficient_sample
letters_digits_letters,12014,1010.0,1605.1997669385717,3510.0,80810.0,0.6688741721854304,sufficient_sample
