event_code,lot_number,plate_raw,hammer_price_gbp,collectibility_score,collectibility_segment,is_premium_top_10pct,is_premium_top_5pct,is_premium_top_1pct,plate_length,numeric_value,plate_pattern,plate_format_group
B273,1618,8 SGL,12110.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B271,1955,1 XSA,11630.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B275,1943,1 XHR,11510.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B277,1365,1 OWD,11110.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B278,1969,7 YAN,11110.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B277,48,8 ADX,11090.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B273,1995,9 YSN,11060.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B271,1864,1 VLJ,11010.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B273,1814,1 TXY,11010.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B273,1925,1 WYT,11010.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B274,1450,1 PVL,11010.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B274,1861,VEK 1,11010.0,62,Trophy Candidate,1,1,0,4,1,LLLD,letters_then_digits
B276,1581,1 RXA,11010.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B270,1363,9 OJB,10730.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B275,1649,9 SJN,10710.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B270,1636,9 SHD,10510.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B274,1871,1 VJG,10510.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B278,1970,9 YAS,10390.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B274,1261,1 MWU,10210.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B278,1297,NLS 8,10120.0,62,Trophy Candidate,1,1,0,4,8,LLLD,letters_then_digits
B277,906,8 JSN,10110.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B271,1992,1 YNK,10020.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B270,1066,8 LDN,10010.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B277,1909,1 WVH,10010.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B275,1860,1 VBN,9860.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B275,1561,1 RXS,9810.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B270,1811,1 TUX,9560.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B275,1496,8 RGW,9550.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B276,792,HVS 1,9510.0,62,Trophy Candidate,1,1,0,4,1,LLLD,letters_then_digits
B272,1835,1 UPT,9410.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B271,1887,1 WFG,9370.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B274,1343,9 OJT,9210.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B277,1858,1 VKC,9210.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B270,1986,1 YLS,9160.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B274,1833,1 TYK,9080.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B274,1981,9 YLA,9080.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B275,1805,8 TOB,9020.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B271,1335,8 OBJ,9010.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B272,1928,1 XEL,9010.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B275,1083,7 LSK,9010.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B277,1740,1 SXR,9010.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B276,1457,1 PVE,8910.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B278,822,8 HUX,8680.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B273,1305,1 NXU,8610.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B275,225,BMZ 1,8520.0,62,Trophy Candidate,1,1,0,4,1,LLLD,letters_then_digits
B278,1326,7 OAS,8520.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B270,828,1 HXC,8510.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B278,401,8 CSW,8510.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B272,1537,8 RUF,8470.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B278,1799,7 TNR,8460.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B276,1866,1 VEF,8410.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B276,1895,8 WDM,8380.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B273,981,9 KRD,8260.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B277,1868,1 VYL,8260.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B276,1954,1 XSJ,8220.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B273,1301,1 NUF,8120.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B273,1863,1 VLO,8120.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B271,1944,1 XKB,8090.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B273,873,9 JMO,8090.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B272,1933,1 XHB,8070.0,62,Trophy Candidate,1,1,0,4,1,DLLL,digits_then_letters
B278,105,AMZ 8,8060.0,62,Trophy Candidate,1,1,0,4,8,LLLD,letters_then_digits
B274,1324,7 NUH,8050.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B277,1336,7 OCW,8050.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B271,1280,9 NET,8040.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B278,1490,9 RJN,8040.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B270,784,8 HJW,8010.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B270,1168,7 MCY,8010.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B270,1241,7 MRX,8010.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B270,1765,8 TJS,8010.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B275,1727,9 STK,8010.0,62,Trophy Candidate,1,1,0,4,9,DLLL,digits_then_letters
B276,604,FMZ 1,8010.0,62,Trophy Candidate,1,1,0,4,1,LLLD,letters_then_digits
B277,1078,8 LSK,8010.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B277,1902,7 WRC,8010.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B278,968,7 KAW,8000.0,62,Trophy Candidate,1,1,0,4,7,DLLL,digits_then_letters
B272,1633,8 SJN,7860.0,62,Trophy Candidate,1,1,0,4,8,DLLL,digits_then_letters
B275,1291,9 NCA,7730.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B275,1986,YHC 1,7620.0,62,Trophy Candidate,1,0,0,4,1,LLLD,letters_then_digits
B275,1748,8 SWA,7560.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B277,1058,7 LNS,7520.0,62,Trophy Candidate,1,0,0,4,7,DLLL,digits_then_letters
B275,1945,XIG 9,7370.0,62,Trophy Candidate,1,0,0,4,9,LLLD,letters_then_digits
B273,1869,VSB 8,7230.0,62,Trophy Candidate,1,0,0,4,8,LLLD,letters_then_digits
B277,926,1 JXF,7210.0,62,Trophy Candidate,1,0,0,4,1,DLLL,digits_then_letters
B277,1005,1 KWN,7210.0,62,Trophy Candidate,1,0,0,4,1,DLLL,digits_then_letters
B270,1038,1 KUC,7110.0,62,Trophy Candidate,1,0,0,4,1,DLLL,digits_then_letters
B275,1758,1 SYJ,7040.0,62,Trophy Candidate,1,0,0,4,1,DLLL,digits_then_letters
B272,938,7 KDS,7000.0,62,Trophy Candidate,1,0,0,4,7,DLLL,digits_then_letters
B274,1578,9 RYG,7000.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B276,1387,7 OSF,7000.0,62,Trophy Candidate,1,0,0,4,7,DLLL,digits_then_letters
B274,823,1 HVF,6980.0,62,Trophy Candidate,1,0,0,4,1,DLLL,digits_then_letters
B274,1126,1 LXA,6940.0,62,Trophy Candidate,1,0,0,4,1,DLLL,digits_then_letters
B274,781,9 HJW,6910.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B274,878,9 JEP,6910.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B274,1188,9 MFS,6910.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B271,1166,8 MET,6810.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B276,796,1 HXG,6810.0,62,Trophy Candidate,1,0,0,4,1,DLLL,digits_then_letters
B277,1086,8 LUK,6710.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B273,993,8 KSP,6510.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B275,1890,9 WAS,6510.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B278,328,9 CDF,6410.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B273,1018,8 LAV,6380.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B270,1489,9 RCJ,6310.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B275,107,9 ANH,6240.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B273,1344,7 OUA,6230.0,62,Trophy Candidate,1,0,0,4,7,DLLL,digits_then_letters
B271,1680,9 SON,6180.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B277,1330,8 OAD,6120.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B272,449,9 DNS,6110.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B273,732,8 HGT,6010.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B276,1892,9 WAT,6010.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B277,1344,8 OJL,6010.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B278,973,7 KDA,6010.0,62,Trophy Candidate,1,0,0,4,7,DLLL,digits_then_letters
B276,123,8 ANH,5980.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B273,1407,9 PSW,5910.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B277,1616,SEC 9,5910.0,62,Trophy Candidate,1,0,0,4,9,LLLD,letters_then_digits
B277,1629,8 SGH,5910.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B277,1641,8 SHF,5910.0,62,Trophy Candidate,1,0,0,4,8,DLLL,digits_then_letters
B278,1184,9 MHR,5910.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B278,1762,7 TCH,5830.0,62,Trophy Candidate,1,0,0,4,7,DLLL,digits_then_letters
B271,1291,7 NJL,5820.0,62,Trophy Candidate,1,0,0,4,7,DLLL,digits_then_letters
B272,1711,9 SUP,5760.0,62,Trophy Candidate,1,0,0,4,9,DLLL,digits_then_letters
B272,164,AVI 7,5730.0,62,Trophy Candidate,1,0,0,4,7,LLLD,letters_then_digits
B277,1151,8 MEN,5630.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B272,986,8 KTY,5570.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B278,1339,9 OJL,5520.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B271,454,9 DHP,5510.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B273,230,9 BNA,5510.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B275,55,8 AHM,5510.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B278,1316,7 NUG,5510.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B276,737,7 HBS,5450.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B271,1234,9 MRY,5400.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B272,1546,8 RWA,5320.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B273,1259,9 NAY,5260.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B278,639,7 FRC,5260.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B271,1875,8 VXR,5170.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B274,463,DMZ 9,5030.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B276,1643,SHF 8,5030.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B278,1443,9 PVD,5030.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B270,1332,8 NTH,5020.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B273,1629,8 SHJ,5020.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B274,1065,9 LDR,5020.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B271,1941,XIG 8,5010.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B273,649,9 GBT,5010.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B274,584,9 ESY,5010.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B275,1435,8 PRK,5010.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B277,995,7 KTY,5010.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B278,1840,9 UPY,5010.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B270,172,AVZ 7,5000.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B270,883,8 JDY,5000.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B271,853,8 JBK,4910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B271,1172,8 MFW,4910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B272,990,9 KWS,4910.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B273,1274,8 NJL,4910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B274,1114,9 LSK,4910.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B275,1635,7 SHF,4910.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B276,1167,8 MEK,4910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B277,714,8 HEM,4910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B277,864,8 JLO,4910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B278,721,7 GSF,4910.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B278,1283,7 NCW,4910.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B278,1378,8 PDF,4910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B277,1471,8 RAX,4880.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B270,1506,8 RHS,4820.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B271,553,8 EJG,4810.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B278,1681,9 SOV,4810.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B270,170,9 AVR,4720.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B273,783,HSZ 7,4720.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B273,1800,7 TSF,4710.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B275,1563,8 RYG,4710.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B276,1015,9 KXB,4710.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B270,1008,8 KLT,4630.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B278,1934,9 XFO,4590.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B275,1206,7 MLX,4520.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B272,1351,7 OXF,4500.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B271,287,7 BUN,4450.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B277,1071,9 LPW,4230.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B272,264,9 BSF,4210.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B276,1968,9 YBL,4210.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B274,1845,7 ULF,4130.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B275,1445,7 PUM,4130.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B271,272,8 BSF,4120.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B271,1502,9 RGE,4110.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B271,1505,7 RHE,4110.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B272,581,FMZ 7,4090.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B277,577,7 FCT,4070.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B278,552,8 EJY,4070.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B271,1503,RGZ 7,4060.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B273,1839,UXZ 7,4010.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B274,1783,8 TLK,4010.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B277,1929,XGZ 8,4010.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B274,1370,9 OYD,4000.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B277,1268,7 NCH,4000.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B277,1568,8 RUK,4000.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B270,1419,PHD 8,3960.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B276,438,7 DJY,3960.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B278,605,8 FCT,3930.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B270,1062,8 LBC,3910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B271,1003,7 KRG,3910.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B274,1316,9 NRM,3910.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B274,1451,9 PWE,3910.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B275,1778,8 TGD,3910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B278,971,8 KBR,3910.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B275,180,8 BDY,3900.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B270,1758,9 THM,3890.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B275,1050,8 LJE,3880.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B275,1831,TXZ 7,3860.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B272,1293,8 NRM,3840.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B275,1904,9 WLD,3800.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B276,1405,9 PAX,3770.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B273,853,7 JHF,3760.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B272,646,9 GKW,3660.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B277,765,7 HSY,3660.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B277,666,7 GRU,3620.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B272,1510,9 ROM,3610.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B274,1302,8 NHG,3610.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B277,385,7 CVR,3610.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B277,1280,7 NFP,3610.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B277,1735,8 SVM,3610.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B278,1741,7 SYL,3540.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B272,242,7 BNH,3530.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B272,1663,9 SOC,3520.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B273,989,8 KSE,3520.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B274,1869,VIG 7,3520.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B277,652,GMZ 8,3520.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B270,679,7 GEB,3510.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B270,1680,8 SOC,3510.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B272,1772,7 TLK,3510.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B276,347,CMZ 8,3510.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B270,1830,UGZ 8,3500.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B273,1840,8 UYP,3500.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B270,1213,9 MNC,3420.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B271,1840,8 UNX,3400.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B271,1257,8 MXK,3360.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B272,1752,8 TER,3320.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B270,366,CMZ 7,3310.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B270,1994,7 YTM,3260.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B274,1795,7 TND,3260.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B274,1874,9 VLY,3210.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B277,1825,UKZ 9,3210.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B273,1981,YGZ 8,3200.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B278,1917,WRZ 7,3130.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B276,1812,TXZ 9,3120.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B270,1819,7 TYP,3110.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B270,1983,YHZ 9,3110.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B273,1089,7 LXE,3110.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B274,1952,8 XNM,3110.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B277,766,HSZ 9,3090.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B274,352,CMZ 9,3070.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B275,1024,9 LCX,3060.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B276,1839,UNZ 7,3060.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B278,1875,VRZ 9,3050.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B270,1730,8 TAO,3030.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B276,673,GMZ 9,3030.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B277,1975,YGZ 7,3030.0,62,Trophy Candidate,0,0,0,4,7,LLLD,letters_then_digits
B271,289,BVZ 9,3020.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B272,1843,UWC 8,3020.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B272,1810,TXZ 8,3010.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B273,660,8 GEX,3010.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B273,1817,9 TYL,3010.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B273,1858,VFZ 9,3010.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B273,1924,9 WYR,3010.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B276,713,9 GYJ,3010.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B270,662,9 FVY,3000.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B274,275,BVZ 8,2980.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
B271,651,7 FYJ,2970.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B270,1289,7 NBW,2960.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B272,688,9 GSX,2930.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B271,1762,7 TFP,2920.0,62,Trophy Candidate,0,0,0,4,7,DLLL,digits_then_letters
B271,1845,8 UWH,2920.0,62,Trophy Candidate,0,0,0,4,8,DLLL,digits_then_letters
B271,1905,9 WOB,2910.0,62,Trophy Candidate,0,0,0,4,9,DLLL,digits_then_letters
B272,1475,RGZ 9,2880.0,62,Trophy Candidate,0,0,0,4,9,LLLD,letters_then_digits
B275,1852,UXZ 8,2850.0,62,Trophy Candidate,0,0,0,4,8,LLLD,letters_then_digits
