has_repeated_digit,plate_count,median_price,mean_price,percentile_90_price,digit_repetition_group,median_lift_vs_overall,sample_size_flag
0,12079,1510.0,2604.431658249855,6002.000000000007,No repeated digit,1.0,sufficient_sample
1,5703,1390.0,2265.4252147992283,5010.0,Repeated digit,0.9205298013245033,sufficient_sample
