event_code,lot_number,plate_raw,hammer_price_gbp,predicted_price_gbp,valuation_low_gbp,valuation_central_gbp,valuation_high_gbp,predicted_value_tier,collectibility_score,collectibility_segment,premium_collectibility_group,recommended_sales_path,sales_path_reason,recommended_fixed_price_gbp,recommended_reserve_price_gbp,specialist_review_required,specialist_review_reason,commercial_opportunity_flag
B278,365,C612 LOS,200.0,453.06049889785,360.0,450.0,570.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,500.0,,0,standard_automated_path,material_valuation_gap_review
B278,366,15 CLS,6600.0,3294.842689858837,2640.0,3290.0,4120.0,Upper Core,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,367,CMG 4C,2010.0,1729.4268955244463,1380.0,1730.0,2160.0,Core,37,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1900.0,,0,standard_automated_path,standard_monitoring
B278,368,C35 MJS,850.0,614.6773695977664,490.0,610.0,770.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,670.0,,0,standard_automated_path,standard_monitoring
B278,369,CML 33S,360.0,1185.83918834579,950.0,1190.0,1480.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1310.0,,0,standard_automated_path,material_valuation_gap_review
B278,370,C44 MPR,2210.0,910.2244382114678,730.0,910.0,1140.0,Entry,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1000.0,,0,standard_automated_path,standard_monitoring
B278,371,C461 NES,410.0,599.1924786941291,480.0,600.0,750.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,660.0,,0,standard_automated_path,standard_monitoring
B278,372,C200 NEY,3300.0,496.9087092808414,400.0,500.0,620.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,550.0,,0,standard_automated_path,standard_monitoring
B278,373,C114 NGS,1510.0,731.2751371598468,590.0,730.0,910.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,800.0,,0,standard_automated_path,standard_monitoring
B278,374,C114 NMC,200.0,883.3122628973941,710.0,880.0,1100.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,970.0,,0,standard_automated_path,material_valuation_gap_review
B278,375,C119 NNA,1500.0,728.431547363575,580.0,730.0,910.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,800.0,,0,standard_automated_path,standard_monitoring
B278,376,COF 13R,740.0,1434.862707522034,1150.0,1430.0,1790.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,material_valuation_gap_review
B278,377,CON 127E,1210.0,1288.430897946721,1030.0,1290.0,1610.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1420.0,,0,standard_automated_path,standard_monitoring
B278,378,CO55 NOR,1060.0,1405.4663201347782,1120.0,1410.0,1760.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,379,C706 OOD,220.0,584.4645827891009,470.0,580.0,730.0,Entry,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,640.0,,0,standard_automated_path,material_valuation_gap_review
B278,380,COO 644N,1010.0,1109.107177111914,890.0,1110.0,1390.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1220.0,,0,standard_automated_path,standard_monitoring
B278,381,C411 OOT,2780.0,814.2217407373042,650.0,810.0,1020.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,890.0,,0,standard_automated_path,standard_monitoring
B278,382,COR 23L,920.0,1031.6279961567775,830.0,1030.0,1290.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1130.0,,0,standard_automated_path,standard_monitoring
B278,383,COU 870N,250.0,925.5071649601392,740.0,930.0,1160.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1020.0,,0,standard_automated_path,material_valuation_gap_review
B278,384,COV 5H,1010.0,1735.0472505647415,1390.0,1740.0,2170.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1910.0,,0,standard_automated_path,material_valuation_gap_review
B278,385,2121 CP,4570.0,2820.14672787573,2260.0,2820.0,3530.0,Upper Core,3,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1970.0,0,standard_automated_path,standard_monitoring
B278,386,C66 PER,4510.0,655.5771220547547,520.0,660.0,820.0,Entry,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,730.0,,0,standard_automated_path,standard_monitoring
B278,387,166 CR,3600.0,4546.471257416048,3640.0,4550.0,5680.0,Upper Core,18,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3180.0,0,standard_automated_path,standard_monitoring
B278,388,CRA 162N,1150.0,1276.4671750253522,1020.0,1280.0,1600.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1410.0,,0,standard_automated_path,standard_monitoring
B278,389,CRA 885S,980.0,1224.0385835234852,980.0,1220.0,1530.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1340.0,,0,standard_automated_path,standard_monitoring
B278,390,C30 RAY,1170.0,630.7237955420482,500.0,630.0,790.0,Entry,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,690.0,,0,standard_automated_path,standard_monitoring
B278,391,C90 RLY,1010.0,517.5096949100731,410.0,520.0,650.0,Entry,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,570.0,,0,standard_automated_path,standard_monitoring
B278,392,CR75 TAL,8910.0,2115.0034142081904,1690.0,2120.0,2640.0,Core,15,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,393,CRU 2D,3010.0,1784.1526254470914,1430.0,1780.0,2230.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,394,C47 RYS,2280.0,765.6616056320701,610.0,770.0,960.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,850.0,,0,standard_automated_path,standard_monitoring
B278,395,105 CS,5060.0,4450.146364196662,3560.0,4450.0,5560.0,Upper Core,15,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3120.0,0,standard_automated_path,standard_monitoring
B278,396,1993 CS,2360.0,2760.092335092483,2210.0,2760.0,3450.0,Upper Core,3,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1930.0,0,standard_automated_path,standard_monitoring
B278,397,C30 SAF,850.0,630.7237955420482,500.0,630.0,790.0,Entry,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,690.0,,0,standard_automated_path,standard_monitoring
B278,398,C41 SAM,1010.0,769.1605505245844,620.0,770.0,960.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,850.0,,0,standard_automated_path,standard_monitoring
B278,399,CSK 2,6740.0,5121.474548024184,4100.0,5120.0,6400.0,Premium,57,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,3330.0,0,standard_automated_path,standard_monitoring
B278,400,CST 411Y,250.0,1184.0032448841357,950.0,1180.0,1480.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1300.0,,0,standard_automated_path,material_valuation_gap_review
B278,401,8 CSW,8510.0,5627.235950255351,4500.0,5630.0,7030.0,Premium,62,Trophy Candidate,Premium + Collectible,Specialist Review,very_high_structural_collectibility,,,1,very_high_structural_collectibility,specialist_assessment
B278,402,C45 SWM,310.0,797.3971089798049,640.0,800.0,1000.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,880.0,,0,standard_automated_path,material_valuation_gap_review
B278,403,CSZ 900,650.0,755.0221544616181,600.0,760.0,940.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,840.0,,0,standard_automated_path,standard_monitoring
B278,404,CUB 3E,1810.0,1813.9001091453863,1450.0,1810.0,2270.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1990.0,,0,standard_automated_path,standard_monitoring
B278,405,CU55 MAR,510.0,1451.064523889744,1160.0,1450.0,1810.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1600.0,,0,standard_automated_path,material_valuation_gap_review
B278,406,CUR 14N,3010.0,1407.550776549357,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,407,C411 UUM,2810.0,814.2217407373042,650.0,810.0,1020.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,890.0,,0,standard_automated_path,standard_monitoring
B278,408,C494 VAN,1010.0,566.6503387554038,450.0,570.0,710.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,630.0,,0,standard_automated_path,standard_monitoring
B278,409,CVZ 500,570.0,898.9865884169043,720.0,900.0,1120.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,990.0,,0,standard_automated_path,material_valuation_gap_review
B278,410,CWL 805S,670.0,1136.9826124745314,910.0,1140.0,1420.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,material_valuation_gap_review
B278,411,CWO 1F,2040.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,standard_monitoring
B278,412,CYA 14D,3110.0,1407.550776549357,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,413,165 DA,3260.0,5421.257075898222,4340.0,5420.0,6780.0,Premium,15,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3790.0,0,standard_automated_path,material_valuation_gap_review
B278,414,D31 AJS,680.0,543.3303938567932,430.0,540.0,680.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,590.0,,0,standard_automated_path,standard_monitoring
B278,415,D100 AKE,200.0,820.1850749137797,660.0,820.0,1030.0,Entry,18,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,900.0,,0,standard_automated_path,material_valuation_gap_review
B278,416,DAL 632S,560.0,961.0214525248228,770.0,960.0,1200.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1060.0,,0,standard_automated_path,material_valuation_gap_review
B278,417,DAN 20A,2160.0,1057.9168017147945,850.0,1060.0,1320.0,Core,22,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1170.0,,0,standard_automated_path,standard_monitoring
B278,418,DAN 45G,2200.0,1166.1770464997028,930.0,1170.0,1460.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1290.0,,0,standard_automated_path,standard_monitoring
B278,419,DAN 111J,3510.0,1519.2150355434285,1220.0,1520.0,1900.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1670.0,,0,standard_automated_path,standard_monitoring
B278,420,DAR 73N,7210.0,1210.805510458781,970.0,1210.0,1510.0,Core,15,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,421,DA06 RYL,910.0,829.2810539649768,660.0,830.0,1040.0,Entry,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,910.0,,0,standard_automated_path,standard_monitoring
B278,422,87 DAS,3010.0,2846.5403094046624,2280.0,2850.0,3560.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1990.0,0,standard_automated_path,standard_monitoring
B278,423,DAV 144D,3010.0,1456.318159589577,1170.0,1460.0,1820.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1610.0,,0,standard_automated_path,standard_monitoring
B278,424,DAZ 283,830.0,759.4994834093595,610.0,760.0,950.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,840.0,,0,standard_automated_path,standard_monitoring
B278,425,DBA 73S,1110.0,1210.805510458781,970.0,1210.0,1510.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1330.0,,0,standard_automated_path,standard_monitoring
B278,426,D32 BOG,280.0,619.7225748617334,500.0,620.0,770.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,680.0,,0,standard_automated_path,material_valuation_gap_review
B278,427,110 DBR,1310.0,2452.799073181141,1960.0,2450.0,3070.0,Core,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2700.0,,0,standard_automated_path,material_valuation_gap_review
B278,428,DBS 87,6010.0,1475.1964713708578,1180.0,1480.0,1840.0,Core,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,429,2620 DC,3430.0,2580.818430418638,2060.0,2580.0,3230.0,Upper Core,8,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1810.0,0,standard_automated_path,standard_monitoring
B278,430,D69 CAM,2000.0,519.5422074017425,420.0,520.0,650.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,570.0,,0,standard_automated_path,standard_monitoring
B278,431,D111 CEY,3890.0,871.4434323875914,700.0,870.0,1090.0,Entry,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,960.0,,0,standard_automated_path,standard_monitoring
B278,432,400 DCM,1810.0,2119.303246996586,1700.0,2120.0,2650.0,Core,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2330.0,,0,standard_automated_path,standard_monitoring
B278,433,16 DCT,2210.0,3305.0355991332485,2640.0,3310.0,4130.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2320.0,0,standard_automated_path,standard_monitoring
B278,434,DCU 77S,1000.0,1122.9504516641357,900.0,1120.0,1400.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1230.0,,0,standard_automated_path,standard_monitoring
B278,435,D339 CVR,200.0,554.3771505763924,440.0,550.0,690.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,600.0,,0,standard_automated_path,material_valuation_gap_review
B278,436,900 DDD,2010.0,3278.307673803052,2620.0,3280.0,4100.0,Upper Core,23,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2300.0,0,standard_automated_path,material_valuation_gap_review
B278,437,DDE 44N,3040.0,1723.8009943716656,1380.0,1720.0,2150.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1890.0,,0,standard_automated_path,standard_monitoring
B278,438,D90 DOG,1900.0,521.8176620064178,420.0,520.0,650.0,Entry,22,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,570.0,,0,standard_automated_path,standard_monitoring
B278,439,D55 DSS,2060.0,782.039655792497,630.0,780.0,980.0,Entry,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,860.0,,0,standard_automated_path,standard_monitoring
B278,440,111 DDY,3710.0,3910.592779744743,3130.0,3910.0,4890.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2740.0,0,standard_automated_path,standard_monitoring
