is_short_plate_len_4_or_less,is_number_below_100,all_digits_same,plate_count,median_price,mean_price,premium_top_10_rate,premium_top_10_rate_pct,median_lift_vs_overall,premium_top_10_lift_vs_baseline,sample_size_flag
0,0,0,6025,1130.0,1991.971784232365,0.05925311203319502,5.925311203319502,0.7483443708609272,0.5919319315585808,sufficient_sample
0,0,1,808,1390.0,2243.7252475247524,0.07178217821782178,7.1782178217821775,0.9205298013245033,0.7170958949827566,sufficient_sample
0,1,0,8130,1390.0,2078.9618696186963,0.05633456334563346,5.633456334563346,0.9205298013245033,0.5627759580966596,sufficient_sample
0,1,1,1553,1490.0,2273.322601416613,0.07405022537025113,7.405022537025113,0.9867549668874173,0.7397534311987671,sufficient_sample
1,0,0,123,10620.0,12559.59349593496,1.0,100.0,7.033112582781457,9.989887640449437,sufficient_sample
1,1,0,1098,6060.0,7485.956284153005,0.5710382513661202,57.103825136612016,4.013245033112582,5.704607969546263,sufficient_sample
1,1,1,45,8000.0,8161.111111111111,0.9333333333333333,93.33333333333333,5.298013245033113,9.323895131086141,sufficient_sample
